mean_loss,epsilon
1.73055005074,0.999982
0.476648628712,0.9999541
0.74399459362,0.9999343
0.87922757864,0.9999109
0.717483341694,0.9998839
0.678038060665,0.9998119
0.862341582775,0.9997921
0.694719612598,0.9997705
0.627491652966,0.9997471
0.841583073139,0.9997273
0.781610965729,0.9996994
0.833182632923,0.999676
0.597931802273,0.9996544
0.62087315321,0.9996337
0.599213480949,0.9996139
0.581500291824,0.9995923
0.876724421978,0.9995707
0.363062292337,0.9995491
0.819779992104,0.9995293
0.741135656834,0.9994735
0.787427484989,0.9994168
0.874542891979,0.9993961
0.497810274363,0.9993745
0.784353017807,0.9993178
0.465237349272,0.9992953
0.821628570557,0.9992746
0.630857527256,0.9992503
0.791813850403,0.9991864
0.591780722141,0.9991648
0.555480360985,0.9991441
0.443637162447,0.9991207
0.634207427502,0.9991
0.685272991657,0.9990802
0.320145457983,0.9990568
0.783820986748,0.9989992
0.46395277977,0.9989758
0.283228635788,0.9989524
0.79468613863,0.9989308
0.567903935909,0.9989092
0.711196184158,0.9988876
0.603010356426,0.9988309
0.817165374756,0.9987724
0.379378378391,0.9987517
0.859717547894,0.9987319
0.799435675144,0.9987058
0.831706345081,0.9986797
0.90987443924,0.998659
0.736127018929,0.9986014
0.523112297058,0.9985672
0.837854325771,0.9985438
0.643433272839,0.9985231
0.853360176086,0.9985006
0.50164860487,0.998479
1.00488698483,0.9984574
0.769841730595,0.9983962
0.944650292397,0.9983701
0.540960729122,0.9983503
0.76703363657,0.9982504
0.474616229534,0.9982306
0.739437401295,0.9982081
0.531334877014,0.9981847
0.742755889893,0.9981136
0.62396043539,0.9980911
0.531881868839,0.9980713
0.442484408617,0.9980443
0.412573486567,0.9980236
0.9352684021,0.9980029
1.05518531799,0.9979822
0.800477325916,0.9979588
0.48675429821,0.9978967
0.801364481449,0.9978742
0.636772036552,0.9978499
0.587550759315,0.9978292
1.07307684422,0.9978085
0.962591528893,0.9977887
0.819610238075,0.997768
0.61241132021,0.9977455
0.596586823463,0.9977248
0.612905681133,0.9976663
0.676663935184,0.9976042
0.445006936789,0.9975835
0.698217511177,0.9975583
0.628029763699,0.9975358
0.291779309511,0.997516
0.461503565311,0.9974962
0.729586482048,0.997471
0.624481499195,0.9974503
0.611995577812,0.9974305
0.539977431297,0.9974107
0.839250087738,0.9973855
0.550395071507,0.9973612
0.523656964302,0.9973414
1.00154852867,0.997318
0.675629138947,0.9972559
0.548586308956,0.9972325
0.260653883219,0.99721
0.744584977627,0.9971875
0.486887633801,0.9971677
0.824643552303,0.9971443
0.325181990862,0.9971227
0.761716604233,0.9971011
0.562054514885,0.9970768
0.474121302366,0.9970552
0.702673137188,0.9969967
0.866973161697,0.99694
0.882349193096,0.9969175
0.602015912533,0.9968554
0.566100120544,0.9967969
0.510032296181,0.9967618
0.826775729656,0.9967357
0.659054934978,0.9967132
0.699926733971,0.9966565
0.521508514881,0.9966358
0.878408014774,0.9966115
0.670151054859,0.9965881
0.675483167171,0.9965656
0.475919693708,0.996544
0.236307755113,0.996517
0.464706480503,0.9964864
0.771288216114,0.9964666
0.707812130451,0.996409
0.435817182064,0.9963514
0.665859341621,0.9962911
0.804016113281,0.9962695
0.668371319771,0.9961696
0.568640708923,0.996148
0.574057281017,0.9961264
0.559090197086,0.9960697
0.740779817104,0.9960481
0.641193389893,0.9960265
0.628640651703,0.9959248
0.711901605129,0.9958987
0.77017647028,0.9958753
0.90939694643,0.9958555
0.417349249125,0.9958303
1.14853191376,0.9958087
0.435862839222,0.9957835
0.781609356403,0.9957637
0.608908116817,0.995707
0.664883136749,0.9956836
1.05897891521,0.995662
0.505569577217,0.9956413
0.779756247997,0.9956179
1.02214586735,0.9955936
0.471966683865,0.9955738
0.578265488148,0.9955513
0.956344127655,0.9955315
0.591392755508,0.9955072
0.920837461948,0.995482
0.794047653675,0.9954559
0.662769138813,0.9953974
0.685891449451,0.9953695
0.733281731606,0.9953119
0.676977217197,0.9951733
0.595291733742,0.9951526
0.368658274412,0.9951301
0.738747596741,0.9951067
0.747541666031,0.995086
0.557759344578,0.9950653
0.319842100143,0.995041
0.566980361938,0.9950158
0.552980780602,0.9949951
0.35845002532,0.9949681
0.489340960979,0.9949483
0.873400807381,0.9948898
0.888167858124,0.9948664
0.673234283924,0.9948466
0.537266969681,0.9948232
0.160832285881,0.9948034
0.537477374077,0.9947827
0.279169678688,0.9947611
0.849687516689,0.9947395
0.591716527939,0.9946783
0.492229938507,0.9946216
0.337230175734,0.9946009
0.510482251644,0.9945775
0.763277888298,0.9945568
0.68367266655,0.9944794
0.45352140069,0.994456
0.723789691925,0.9943966
0.301701545715,0.9943759
0.684886455536,0.9943075
0.802667438984,0.9942463
0.527552247047,0.9941842
0.361991941929,0.994159
0.570000052452,0.9941383
1.06360208988,0.9941068
0.658056437969,0.9940852
0.331601291895,0.9940636
0.369505405426,0.9940384
0.413660019636,0.9940168
0.448290616274,0.9939952
0.780316412449,0.9939394
0.731447696686,0.9938782
0.808895409107,0.9938494
0.883105099201,0.9938287
0.90518951416,0.993808
0.549993693829,0.9937837
0.601500272751,0.9936892
0.454689264297,0.9936685
0.305371671915,0.993646
0.956203460693,0.9936217
0.835735559464,0.9936001
0.664971530437,0.9935767
0.411213964224,0.9935191
0.981692314148,0.9934975
0.764486730099,0.9934759
0.746254622936,0.9934192
0.621425330639,0.9933229
0.662556529045,0.9932626
0.310349225998,0.9932419
0.685110986233,0.9932185
0.730270981789,0.9931978
0.75251185894,0.993142
0.352020472288,0.9931222
0.47067719698,0.9930925
0.543853521347,0.99307
0.389576852322,0.993043
0.542737782001,0.9930223
0.463270097971,0.9930025
0.795576989651,0.9929458
0.242132782936,0.9929233
0.779305160046,0.9929026
0.473111212254,0.992836
0.194042280316,0.9928135
0.883447349072,0.9927874
