mean_loss,epsilon
2.2285361413,0.9999946
2.18722565798,0.999973
0.705734608547,0.9999505
0.520298238952,0.9999289
0.841668075684,0.9999091
0.868078823004,0.9998866
0.531945352593,0.9998668
0.895143907956,0.9998452
0.841575634536,0.9998236
0.707891466708,0.9998038
0.574815801893,0.9997822
0.359408134448,0.9997606
0.739798587628,0.999694
0.644243041149,0.9996724
0.493247668271,0.9996526
0.677786723705,0.9995428
0.687472188122,0.999478
0.475654463778,0.9994564
0.76623077004,0.9994348
0.482014182031,0.999415
0.476740876603,0.9993907
0.570969993354,0.9993682
0.713833308296,0.9993466
0.636415442879,0.999325
0.760587272687,0.9993052
0.692976477153,0.9992836
0.516053871637,0.9992584
0.771487385503,0.9992386
0.477784260258,0.9991756
0.592401815806,0.9991549
0.643037032951,0.9990901
0.513614978215,0.9990667
0.673897065185,0.9990469
0.501910383189,0.9990253
0.449508678217,0.9990055
0.356179164951,0.998983
0.561483617558,0.9989632
0.665851048771,0.9989164
0.567529713457,0.998893
0.724093045954,0.9988714
0.421919931605,0.9988489
0.618701766282,0.9988291
0.640417088144,0.9988075
0.350430999234,0.9987859
0.527155685744,0.9987661
0.873571162821,0.9987445
0.732390308468,0.9987247
0.605590628296,0.9986617
0.726285965853,0.9986401
0.360685578563,0.9986158
0.674808206676,0.9985942
0.717105761246,0.9985285
0.477188094611,0.9985087
0.367760454374,0.9984862
0.825886495519,0.9984637
0.557491058963,0.9984439
0.386996263139,0.9984214
0.764506659086,0.9984016
0.315840232124,0.9983791
0.590719741509,0.9983575
0.552799455623,0.998335
0.100580460257,0.9983152
0.771112972342,0.9982909
0.708513887221,0.9981685
0.632258396717,0.9981487
0.414639947751,0.9981253
0.637403298975,0.9980362
0.813340173372,0.9980164
0.594293649968,0.9979948
0.6065575587,0.9978409
0.705668771859,0.997795
0.528365420196,0.9977329
0.61688268913,0.9977113
0.693744526347,0.9976897
0.559600565934,0.9976699
0.675782605902,0.9976474
0.57572111151,0.9976249
0.722202168728,0.9976033
0.4235721219,0.9975763
0.62803945216,0.9975142
1.01057325953,0.9974935
0.756013119982,0.9974719
0.466131864909,0.9974521
0.581453173116,0.9974296
0.587322558367,0.9973342
0.634382664537,0.9973126
0.32140391837,0.9972928
0.578118596886,0.9972685
0.861486398649,0.997246
0.714018734367,0.9972262
0.386180601899,0.9971776
0.590637337573,0.9971542
0.510663904563,0.9970894
0.655637194515,0.9970678
0.362977349524,0.997048
0.726637860838,0.9970264
0.719089863804,0.9970048
0.623165580957,0.9969823
0.686675805953,0.9969598
0.492936080157,0.9969373
0.859101890963,0.9969157
0.470003205957,0.9968941
0.672431480871,0.9968743
1.09348145253,0.9968482
0.436228997047,0.9968284
0.303982803595,0.9968068
0.866588497173,0.996787
0.732574854975,0.9967654
0.49242885937,0.996742
0.546389408878,0.9966322
0.58681929646,0.9965863
0.476352325088,0.9965206
0.656204768212,0.9964999
0.566291441004,0.9964783
0.555473221542,0.9964549
0.509464428546,0.9964351
0.625643805627,0.9964126
0.327780007527,0.9963928
0.903022520979,0.9963703
0.578735826951,0.9962803
0.530705561021,0.9962155
0.90434185591,0.9961894
0.546647753767,0.9961696
0.632789359448,0.9961444
0.510404412259,0.9960805
0.809276223728,0.9960598
0.642559112209,0.9959941
0.371180704184,0.9959725
0.663258826234,0.9959509
0.567685167333,0.995905
0.540230228166,0.9957961
0.737830077051,0.9957754
0.496360850899,0.9957106
0.602028245606,0.995662
0.518718500795,0.9956404
0.646643982621,0.9955918
0.406074571239,0.9955711
0.409624898987,0.9955495
0.709491194083,0.9955279
0.326070831122,0.9955081
0.768413684638,0.9954865
0.771492790055,0.9954667
0.608323995751,0.9954442
0.671119390003,0.9954217
0.356210999495,0.9954019
0.558974394963,0.9953803
0.44659192286,0.9953578
0.586553806108,0.9953353
0.797565363772,0.9953137
0.698632140823,0.9952939
0.639024364913,0.9952282
0.313792829581,0.9952057
0.532130448944,0.9950923
0.505145570516,0.9950266
0.442684266261,0.9950059
0.50256810058,0.9949411
0.511596267617,0.9949213
0.589128321195,0.9948997
0.762707110386,0.9948781
0.564154928752,0.9948583
0.34125441691,0.9948349
0.475577097059,0.9948124
0.815431685495,0.9947926
0.589562798593,0.9947701
0.638088330519,0.9946801
0.735018795002,0.9946603
0.570369198417,0.9945505
0.423910189446,0.994528
0.281148881186,0.9945055
0.548720638394,0.9944434
0.570853697601,0.9944209
0.419725820836,0.9943984
0.656685307857,0.9943768
0.71605498012,0.9943552
0.710766797461,0.9943354
0.621404520914,0.9943138
0.886343042115,0.9942913
0.636922435508,0.9942418
0.637208629509,0.9941653
0.585108993531,0.9940744
0.743529122641,0.9940528
0.400451997363,0.9940303
0.519678100579,0.9939655
0.630732649466,0.9938989
0.443153222038,0.9938773
0.685197608637,0.9938557
0.759224049904,0.9938341
0.513692662082,0.9937882
0.851695064139,0.9937648
0.829698374343,0.993745
0.515097477607,0.9936559
0.820327156591,0.9936361
0.738635616884,0.9935713
0.48807498178,0.9934813
0.424587715913,0.9934615
0.556378459801,0.9933517
0.398674152237,0.9933319
0.685939216159,0.9933067
0.616230328973,0.993259
0.588011990826,0.9932374
0.712807524191,0.9932158
0.748416602493,0.9931528
0.642276918602,0.9931312
0.620321796709,0.9930655
0.844281549726,0.9930457
0.536636444602,0.9929809
1.14651132491,0.9929602
0.42936947107,0.9929368
0.632545975456,0.9929152
0.431542424077,0.9928513
0.689594796065,0.9928306
0.512866544621,0.9928099
0.641083461706,0.9927901
0.387165142948,0.9927685
0.56483826914,0.9927487
0.586381833465,0.9927271
0.462526178381,0.9927073
0.464818162817,0.9926857
0.426227993993,0.9926596
0.488540049148,0.9926128
0.585112702939,0.9925246
0.453925969026,0.9925039
0.413816012323,0.9924823
